# y+ ()       
# Time        	patch         	min           	max           	average       
2500          	defaultFaces	3.231183e-05	2.033419e-01	1.418085e-02
2600          	wall_b	3.087548e-05	8.573343e-02	1.412876e-02
2600          	defaultFaces	3.175470e-05	1.987856e-01	1.406845e-02
2700          	wall_b	2.810994e-05	8.604579e-02	1.415588e-02
2700          	defaultFaces	2.831735e-05	1.974002e-01	1.403930e-02
2800          	wall_b	2.453654e-05	8.642423e-02	1.418496e-02
2800          	defaultFaces	2.471880e-05	1.976248e-01	1.407182e-02
2900          	wall_b	2.185550e-05	8.662883e-02	1.421133e-02
2900          	defaultFaces	2.201806e-05	1.981712e-01	1.413060e-02
3000          	wall_b	1.996463e-05	8.662220e-02	1.422965e-02
3000          	defaultFaces	2.011322e-05	1.985145e-01	1.418809e-02
3100          	wall_b	1.842936e-05	8.649918e-02	1.423715e-02
3100          	defaultFaces	1.856684e-05	1.986271e-01	1.422790e-02
3200          	wall_b	1.703371e-05	8.631784e-02	1.423311e-02
3200          	defaultFaces	1.716107e-05	1.986603e-01	1.424190e-02
3300          	wall_b	1.575323e-05	8.603987e-02	1.422138e-02
3300          	defaultFaces	1.587120e-05	1.986459e-01	1.423154e-02
3400          	wall_b	1.459307e-05	8.558632e-02	1.420930e-02
3400          	defaultFaces	1.470245e-05	1.982945e-01	1.421000e-02
3500          	wall_b	1.354195e-05	8.514279e-02	1.420295e-02
3500          	defaultFaces	1.364354e-05	1.975244e-01	1.419159e-02
3600          	wall_b	1.258661e-05	8.496647e-02	1.420148e-02
3600          	defaultFaces	1.268110e-05	1.970154e-01	1.418189e-02
3700          	wall_b	1.172820e-05	8.501959e-02	1.419926e-02
3700          	defaultFaces	1.181628e-05	1.972134e-01	1.417623e-02
3800          	wall_b	1.097993e-05	8.514878e-02	1.419164e-02
3800          	defaultFaces	1.106236e-05	1.978506e-01	1.416764e-02
3900          	wall_b	1.035446e-05	8.520392e-02	1.417814e-02
3900          	defaultFaces	1.043212e-05	1.985431e-01	1.415316e-02
4000          	wall_b	9.855029e-06	8.510891e-02	1.416129e-02
4000          	defaultFaces	9.928831e-06	1.990402e-01	1.413422e-02
4100          	wall_b	9.474128e-06	8.490262e-02	1.414322e-02
4100          	defaultFaces	9.544952e-06	1.992983e-01	1.411419e-02
4200          	wall_b	9.196775e-06	8.466824e-02	1.412370e-02
4200          	defaultFaces	9.265396e-06	1.994256e-01	1.409525e-02
4300          	wall_b	8.858473e-06	8.444415e-02	1.410464e-02
4300          	defaultFaces	8.999277e-06	1.995075e-01	1.407435e-02
4400          	wall_b	8.518528e-06	8.421314e-02	1.408730e-02
4400          	defaultFaces	8.653378e-06	1.995167e-01	1.404867e-02
4500          	wall_b	8.286098e-06	8.394819e-02	1.407430e-02
4500          	defaultFaces	8.416630e-06	1.993777e-01	1.402114e-02
4600          	wall_b	8.140497e-06	8.365136e-02	1.406330e-02
4600          	defaultFaces	8.268083e-06	1.990712e-01	1.399892e-02
4700          	wall_b	8.059090e-06	8.335387e-02	1.405699e-02
4700          	defaultFaces	8.184821e-06	1.986608e-01	1.398640e-02
4800          	wall_b	8.021954e-06	8.308871e-02	1.405295e-02
4800          	defaultFaces	8.146655e-06	1.982372e-01	1.398318e-02
4900          	wall_b	8.014090e-06	8.287205e-02	1.404899e-02
4900          	defaultFaces	8.138363e-06	1.978566e-01	1.398569e-02
5000          	wall_b	8.025121e-06	8.270065e-02	1.404260e-02
5000          	defaultFaces	8.149383e-06	1.975433e-01	1.398865e-02
5100          	wall_b	8.048359e-06	8.253637e-02	1.403212e-02
5100          	defaultFaces	8.172901e-06	1.973092e-01	1.398599e-02
5200          	wall_b	8.078992e-06	8.229695e-02	1.401806e-02
5200          	defaultFaces	8.204008e-06	1.971117e-01	1.397555e-02
5203          	wall_b	8.080000e-06	8.228762e-02	1.401761e-02
5203          	defaultFaces	8.205032e-06	1.971050e-01	1.397511e-02
